indberetningsdato,indberetter_navn,produkt_id,produkt_mrke_produkt_navn,produkt_type,Reference_ID_sam,,,,
20-06-2017,Efuma Aps,00219-17-09944,SMOK - 5pcs Stick AIO Replacement Coil 0.23 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
20-06-2017,Efuma Aps,00219-17-09944,EFUMA SMOKTECH - Stick AIO Replacement Coil 0.23ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
20-06-2017,Efuma Aps,00219-17-09944,SMOKTECH - Stick AIO coil 0.23 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
29-06-2017,Efuma Aps,00219-17-09412,Smoktech -  2ml Vape Pen Tank - Silver,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
18-06-2017,Efuma Aps,00219-17-06159,Smoktech - 5pcs - Brit Mini BM2 Core - 0.6 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
18-06-2017,Efuma Aps,00219-17-07936,Smoktech - 2ml Spirals Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005; 00219-17-93006,,,,
19-06-2017,Efuma Aps,00219-17-07946,Smoktech - 5pcs Spirals Replacement Coil - 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
24-01-2018,Efuma Aps,00219-18-13076,Wismec - 5pcs WM03 Coil Head for Gnome,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
01-12-2017,Efuma Aps,00219-17-12583,Guillotine RDA,Other,,,,,
15-02-2019,Efuma Aps,00219-18-16855,SMOK - 2ml E-Priv 230W TC Kit with TFV12 P Tank,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006,,,,
10-12-2018,Efuma Aps,00219-18-18423,SMOK - 3pcs Mini V2 S1 - 0.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
24-04-2018,Efuma Aps,00219-18-15323,Smoktech - 5pcs V8 Baby Mesh Coil,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
08-11-2018,Efuma Aps,00219-18-18425,SMOK - 3pcs Mini V2 K1 - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
15-02-2019,Efuma Aps,00219-18-18833,SMOK - 2ml Mag Grip 100W TC Kit with TFV-Mini V2,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006; 00219-17-93006,,,,
08-10-2018,Efuma Aps,00219-18-17666,Smoktech - V12 P-Tank Dual Mesh 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
31-08-2018,Efuma Aps,00219-18-17158,SMOK - 2ml TFV-Mini V2 Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
31-08-2018,Efuma Aps,00219-18-17208,SMOK - 3pcs Mini V2 A2 - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
31-10-2018,Efuma Aps,00219-18-17176,SMOK - Species 230W Touch Screen TC Kit with 2ml TFV-Mini V2 Tank,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006,,,,
05-09-2018,Efuma Aps,00219-18-16008,Smok - G-PRIV Baby with 2ml TFV12 Baby P-tank Kit Luxe Edition,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91005,,,,
10-07-2019,Efuma Aps,00219-19-22304,SMOK - 2800mAh STICK 80W with 2ml TFV-Mini V2 Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006; 00219-17-93006,,,,
23-07-2019,Efuma Aps,00219-19-22362,SMOK - 5pcs Nord Replacement Coil - Mesh 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
31-07-2019,Efuma Aps,00219-19-22363,SMOK - 5pcs Nord Replacement Coil - MTL 0.8ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
20-02-2018,Efuma Aps,00219-17-09658,Smoktech - 5pcs Vape Pen Replacement X4 Core - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
28-05-2018,Efuma Aps,00219-18-14657,SMOK - 2ml Resa P Cloud Beast Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006; 00219-17-91004,,,,
09-10-2017,Efuma Aps,00219-17-10990,Smoktech - 2ml TFV8 X-Baby Beast Tank - EU Edition,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005; 00219-17-91006,,,,
09-10-2017,Efuma Aps,00219-17-11007,Smoktech - 3pcs - TFV8 X-Baby M2 Coil - 0.25ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
06-07-2018,Efuma Aps,00219-18-15423,Smok - 3pcs TFV12 P Mesh Replacement Coil ,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
19-06-2018,Efuma Aps,00219-18-13123,Smoktech - MAG 225W TC Kit with TFV12 Prince - EU Edition,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91004,,,,
18-06-2018,Efuma Aps,00219-18-14723,SMOK - 2ml MAG 225W TC Kit with TFV12 P - Right Handed Grip,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91004; 00219-17-93006,,,,
24-04-2018,Efuma Aps,00219-18-14148,Smoktech - 2ml TFV12 Baby P-Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005; 00219-17-93006; 00219-17-91006,,,,
10-10-2017,Efuma Aps,00219-17-11146,SMOK - 3000mAh Stick V8 Starter Kit With TFV8 Big Baby EU Edition,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91004; 00219-17-91005,,,,
26-02-2018,Efuma Aps,00219-18-12957,Smoktech - 3pcs  V12 P-M4 Replacement Coil - 0.17ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
25-01-2018,Efuma Aps,00219-17-12955,Smoktech - 3pcs V12 P-X6 Replacement Coil - 0.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
24-04-2018,Efuma Aps,00219-18-15564,Smoktech - 5pcs V8 Baby Q4 Replacement Coil - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
06-07-2018,Efuma Aps,00219-18-15424,Smok - 3pcs TFV12 P Strip Replacement Coil ,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
25-01-2018,Efuma Aps,00219-17-12956,Smoktech - 3pcs  V12 Prince-T10 Replacement Coil - 0.12ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
26-02-2018,Efuma Aps,00219-18-08402,Smoktech - 5pcs - Helmet Nano Coils - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
27-08-2018,Efuma Aps,00219-18-14795,SMOK - 1600mAh Mag Baby 50W TC Kit with 2ml TFV12 Baby P,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93004; 00219-17-91006,,,,
14-06-2018,Efuma Aps,00219-18-14132,SMOK - 2ml X-Priv 225W TC Kit with TFV12 P-tank,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91004,,,,
09-10-2017,Efuma Aps,00219-17-11006,Smoktech - 3pcs - TFV8 X-Baby Q2 Coil - 0.4 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
19-06-2018,Efuma Aps,00219-18-13755,Smok - 2ml G-PRIV 2 230W with TFV12 P-tank Kit Luxe Edition,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91004,,,,
03-10-2017,Efuma Aps,00219-17-10811,Smoktech - 2ml TFV8 Big Baby Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
10-10-2018,Efuma Aps,00219-18-13730,Smok - 3000mAh stick P25 kit 2ml,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006,,,,
25-08-2018,Efuma Aps,00219-18-14914,SMOK - 2ml Devilkin 225W with TFV12 P TC Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91004,,,,
08-07-2019,Efuma Aps,00219-18-14895,SMOK - 8000mAh V-FIN 160W with 2ml TFV12 Big Baby P TC Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91005; 00219-17-93006,,,,
26-02-2018,Efuma Aps,00219-18-08403,Smoktech - 5pcs - Helmet Nano Coils - 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
24-04-2018,Efuma Aps,00219-18-14174,Smoktech - 5pcs V8 Baby-T12 Replacement Coil,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
08-07-2019,Efuma Aps,00219-18-13150,SMOK - Veneno 225W TC Kit with TFV8 Big Baby - EU Edition,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91004,,,,
19-06-2018,Efuma Aps,00219-18-14104,SMOK - 2ml Majesty 225W TC Kit with TFV12 P Luxe Edition - Carbon Fiber,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91004,,,,
21-06-2018,Efuma Aps,00219-18-16596,Smoktech  - 2ml TFV12 Big Baby P-Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006; 00219-17-91005,,,,
04-02-2019,Efuma Aps,00219-19-20177,SMOK - 3000mAh Stick V9 Starter Kit with 2ml TFV-Mini V2,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91006,,,,
12-07-2018,Efuma Aps,00219-18-16044,SMOK - 2ml TFV12 P Cobra Edition Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006; 00219-17-91005,,,,
14-04-2019,Efuma Aps,00219-19-21268,SMOK - 2ml MORPH 219W TC Kit with TFV Mini V2 Tank,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91006,,,,
08-10-2018,Efuma Aps,00219-18-17667,Smoktech - V12 P-Tank Max Mesh 0.17ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
03-12-2018,Efuma Aps,00219-18-18513,SMOK - 2ml R-Kiss Kit with TFV-Mini V2,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006,,,,
09-10-2018,Efuma Aps,00219-18-15478,SMOK - 2ml I-Priv 230W Voice Control TC Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91004; 00219-17-91006,,,,
14-08-2018,Efuma Aps,00219-18-16953,SMOK - 3pcs V8 Baby EU Core T12- 0.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
07-08-2018,Efuma Aps,00219-18-16649,SMOK - 3pcs V12 P-X2 Clapton Replacement Coil,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
19-11-2018,Efuma Aps,00219-18-18426,SMOK - 3pcs Mini V2 K4 - 0.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
10-12-2018,Efuma Aps,00219-18-18424,SMOK - 3pcs Mini V2 S2 - 0.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
31-08-2018,Efuma Aps,00219-18-17204,SMOK - 3pcs mini V2 A1 Coil - 0.17ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
09-06-2017,Efuma Aps,00219-17-10486,Aspire - PockeX Pocket AIO,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,,,,,
14-08-2017,Efuma Aps,00219-17-11119,100W Aegis TC Box MOD,Other,,,,,
15-06-2018,Efuma Aps,00219-18-11651,Digiflavor - Digiflavor Aura RDA,Other,,,,,
17-12-2019,Efuma Aps,00219-19-23834,Aspire - Glint Mod,Other,,,,,
04-12-2019,Efuma Aps,00219-19-23799,Aspire - 1200mAh AVP Pro Battery,Other,,,,,
17-12-2019,Efuma Aps,00219-19-23663,Innokin - 3400mAh Proton Mini 120W TC Mod,Other,,,,,
17-12-2019,Efuma Aps,00219-19-23596,Innokin - 5200mAh MVP5 120W TC Box MOD,Other,,,,,
31-07-2019,Efuma Aps,00219-19-22823,Innokin - 3000mAh Adept Mod,Other,,,,,
23-08-2019,Efuma Aps,00219-19-22936,Joyetech - 650mAh Teros One Battery,Other,,,,,
30-09-2019,Efuma Aps,00219-19-23312,Joyetech - 1000mAh Exceed X Battery,Other,,,,,
10-09-2019,Efuma Aps,00219-19-23203,Geekvape - Aegis X 200W TC Mod,Other,,,,,
01-04-2019,Efuma Aps,00219-19-21113,SMOK - 1000mAh Trinity Alpha Battery,Other,,,,,
21-04-2017,Efuma Aps,00219-17-05743,80W iPower TC MOD - 5000mAh,Other,,,,,
30-10-2019,Efuma Aps,00219-19-23264,Eleaf - 3000mAh iStick T80 VW Kit with 2ml Pesso Childproof Version,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91003; 00219-17-91005,,,,
14-08-2018,Efuma Aps,00219-18-16927,UWELL - UWELL Crown 3 Replacement Coils - 0.25ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
13-04-2017,Efuma Aps,00219-17-02563,Stainless Steel and Acrylic Drip Tip with Adjustable Airflow,Other,,,,,
26-11-2019,Efuma Aps,00219-19-23552,Uwell - Uwell UN2 Meshed Coil-H - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92005,,,,
08-10-2018,Efuma Aps,00219-18-17871,UWELL - 4pcs Whirl Replacement Coil -  0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
14-08-2018,Efuma Aps,00219-18-16920,UWELL - 2ml UWELL Crown 3 MINI,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004; 00219-17-92004,,,,
08-10-2018,Efuma Aps,00219-18-17872,UWELL - 4pcs Whirl Replacement Coil - 1.8ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93001,,,,
05-02-2018,Efuma Aps,00219-18-14523,Eleaf - 3400mAh Tessera 150W TC Box MOD,Other,,,,,
24-01-2018,Efuma Aps,00219-18-10833,Digiflavor - 5pcs Digiflavor Utank Replacement Coil Head,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
30-05-2018,Efuma Aps,00219-18-16267,Vaporesso - Polar 220W TC Box MOD,Other,,,,,
08-10-2018,Efuma Aps,00219-18-17857,UWELL - 2ml UWELL Whirl Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004; 00219-17-93001,,,,
16-06-2018,Efuma Aps,00219-18-16515,Aspire - Puxos 80/100W TC Box MOD,Other,,,,,
23-10-2018,Efuma Aps,00219-18-18469,Sailing - New Resin 810 Drip Tip 0335,Other,,,,,
06-04-2018,Efuma Aps,00219-18-15317,Wismec - Guillotine V2 RDA,Other,,,,,
28-06-2018,Efuma Aps,00219-18-13860,Smok - 2ml T-Priv 3 300W with TFV12 P, TC Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91004,,,
09-01-2018,Efuma Aps,00219-18-13903,Kangeretech - 2000mAh VOLA 100W TC Box MOD,Other,,,,,
25-10-2017,Efuma Aps,00219-17-12785,Aspire - 2ml Speeder 200W  TC Kit EU Version,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91005,,,,
03-10-2017,Efuma Aps,00219-17-12565,Snakeskin Resin Drip Tip for TFV8,Other,,,,,
21-11-2017,Efuma Aps,00219-17-12642,Smoktech - 2ml TFV8 Big Baby Light Edition Tank - EU Edition,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
26-04-2019,Efuma Aps,00219-19-21303,Eleaf - 5pcs HW-N2 Coil Head for Ello Series - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
01-08-2018,Efuma Aps,00219-18-16989,Ehpro - Lock Build-free RDA,Other,,,,,
17-09-2018,Efuma Aps,00219-18-17568,Geekvape - Loop V1.5 RDA,Other,,,,,
09-10-2018,Efuma Aps,00219-18-18035,IJOY - Katana RDA,Other,,,,,
24-06-2018,Efuma Aps,00219-18-11645,IJOY - IJOY COMBO RDA,Other,,,,,
04-05-2018,Efuma Aps,00219-18-15428,Nicotine Base SALT - PG50/VG50, 18mg/ml,Refill container/cartridge containing e-liquid.,,,,
04-05-2018,Efuma Aps,00219-18-15428,Din Damp - PG50/VG50, 18mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,Nicotine Base - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,Damphuen - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,Dampkongen - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,GoSmoke - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,Cloud Nikotinbase - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,Easy To Smoke - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,SmartCig - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,SmokenSteam - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05038,Din Damp - PG50/VG50, 3mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05014,Nicotine Base - PG30/VG70, 12mg/ml,Refill container/cartridge containing e-liquid.,,,,
23-11-2016,Efuma Aps,00219-16-05014,Damphuen - PG30/VG70, 12mg/ml,Refill container/cartridge containing e-liquid.,,,,
