indberetningsdato,indberetter_navn,produkt_id,produkt_mrke_produkt_navn,produkt_type,Reference_ID_sam,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20193,NonSmokers - Watermelon 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20193,DanSmoke - Sweet Watermelon 18mg,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20193,Nordik by Vapeson - Watermelon 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,Hangsen - Atom Virginia tobacco 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,SMOKE-IT - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,True Vapor - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,DAMP24 - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,Vapeson - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,VGC ApS CphVapers - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,SMARTDAMP - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,ROYAL ESSENCES - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,Steam - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,Panda Juice - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,InSano - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,Crème de Vape - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,DanSmoke - Virginia Blend 12mg,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,Easy to Smoke - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,NonSmokers - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20552,nordik by Vapesonl - Virginia tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,Hangsen - Atom Apple 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,SMOKE-IT - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,True Vapor - Æble 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,DAMP24 - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,Vapeson - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,VGC ApS CphVapers - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,SMARTDAMP - ÆBLE 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,ROYAL ESSENCES - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,Nordic E-Juice - Æble12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,Steam - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,Panda Juice - Apple 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,InSano - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,Crème de Vape - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,DanSmoke - Sweet Apple 12mg,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,Germany - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,Easy to Smoke - Apple 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,NonSmokers - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20142,nordik by Vapeson - Apple12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,DAMP24 - Anise 6mg/ml ,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,Hangsen - Atom Aniseed 6mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,SMOKE-IT - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,True Vapor - Pirat Lakrids 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,Vapeson - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,VGC ApS CphVapers - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,SMARTDAMP - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,ROYAL ESSENCES - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,Steam - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,Panda Juice - Aniseed 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,InSano - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,Easy to Smoke - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,NonSmokers - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20341,nordik by Vapeson - Aniseed 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,Hangsen - Atom Super Mint 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,DAMP24 - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,Vapeson - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,True Vapor - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,SMOKE-IT - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,VGC ApS CphVapers - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,SMARTDAMP - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,ROYAL ESSENCES - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,Steam - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,Panda Juice - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,InSano - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,Easy to Smoke - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,NonSmokers - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20892,nordik by Vapeson - Super Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,Hangsen - Atom Blueberry 6mg/ml ( 70%PG30%VG),Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,SMOKE-IT - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,True Vapor - Blåbær 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,DAMP24 - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,Vapeson - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,VGC ApS CphVapers - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,SMARTDAMP - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,ROYAL ESSENCES - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,Steam - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,Panda Juice - Blueberry  6mg/ml (70%PG30%VG),Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,InSano - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,Crème de Vape - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,Easy to Smoke - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,NonSmokers - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20111,nordik by Vapeson - Blueberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,Hangsen - Vengers Menthol 18mg/ml 70%VG30%PG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,SMOKE-IT - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,True Vapor - Menthol High VG 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,DAMP24 - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,Vapeson - nordik by Vapeson,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,VGC ApS CphVapers - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,SMARTDAMP - MENTHOL18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,ROYAL ESSENCES - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,Steam - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,Panda Juice - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,InSano - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,Crème de Vape - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20253,NonSmokers - Menthol 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,Hangsen - Atom Vanilla 6mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,SMOKE-IT - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,True Vapor - Vanilje 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,DAMP24 - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,Vapeson - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,VGC ApS CphVapers - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,SMARTDAMP - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,ROYAL ESSENCES - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,Steam - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,Panda Juice - Vanilla 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,InSano - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,Crème de Vape - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,Easy to Smoke - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,NonSmokers - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20351,nordik by Vapeson - Vanilla 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,Hangsen - Atom RY6 6mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,SMOKE-IT - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,True Vapor - Danish Tobacco Premium 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,DAMP24 - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,Vapeson - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,VGC ApS CphVapers - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,SMARTDAMP - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,ROYAL ESSENCES - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,Steam - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,Panda Juice - RY6 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,InSano - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,Crème de Vape - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,Easy to Smoke - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,NonSmokers - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20371,nordik by Vapeson - RY6 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
23-05-2017,Hangsen Sp. z o.o.,00409-16-00001,Hangsen - C1 PLUS + ECHO-D Kit,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
27-06-2017,Hangsen Sp. z o.o.,00409-16-00095,Hangsen - ECHO-D Battery 900mAh,Individual part of electronic cigarette capable of containing e-liquid.,,,,,
01-02-2018,Hangsen Sp. z o.o.,00409-17-00117,Hangsen - IQ AIR,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,DAMP24 - PR Tobacco 12mg/ml ,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,Vapeson - PR Tobacco 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,True Vapor - Royal Tobacco 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,SMOKE-IT - PR Tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,Hangsen - Atom PR Tobacco 6mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,VGC ApS CphVapers - PR Tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,SMARTDAMP - PR Tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,ROYAL ESSENCES - PR Tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,Steam - PR Tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,Panda Juice - PR Tobacco 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,InSano - PR Tobacco 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,Easy to Smoke - PR Tobacco 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,NonSmokers - PR Tobacco 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20881,nordik by Vapeson - PR Tobacco 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,DAMP24 - Anise 12mg/ml ,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,Hangsen - Atom Aniseed 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,True Vapor - Pirat Lakrids 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,SMOKE-IT - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,Vapeson - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,VGC ApS CphVapers - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,SMARTDAMP - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,ROYAL ESSENCES - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,Steam - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,Panda Juice - Aniseed 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,InSano - Aniseed 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,Easy to Smoke - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,NonSmokers - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20342,nordik by Vapeson - Aniseed 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,Hangsen - Atom Blackcurrant 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,DAMP24 - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,Vapeson - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,True Vapor - Solbær 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,SMOKE-IT - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,VGC ApS CphVapers - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,SMARTDAMP - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,ROYAL ESSENCES - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,Steam - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,Panda Juice - Blackcurrant 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,InSano - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,Crème de Vape - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,Easy to Smoke - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,NonSmokers - Blackcurrant 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20082,nordik by Vapeson - Hgs52,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,Hangsen - Atom Strawberry 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,SMOKE-IT - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,True Vapor - Jordbær 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,DAMP24 - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,Vapeson - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,VGC ApS CphVapers - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,ROYAL ESSENCES - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,SMARTDAMP - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,Nordic E-Juice - Jordbær,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,Steam - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,Panda Juice - Strawberry 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,InSano - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,Crème de Vape - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,DanSmoke - Sweet Strawberry 12mg,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,Easy to Smoke - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,NonSmokers - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
